store_id,product_id,quantity,source,timestamp_saved
1,106,30,DL,2024-05-02 09:24:18.155034
1,107,20,DL,2024-05-02 09:24:18.155034
1,108,15,DL,2024-05-02 09:24:18.155034
1,109,30,DL,2024-05-02 09:24:18.155034
1,110,1,DL,2024-05-02 09:24:18.155034
1,111,11,DL,2024-05-02 09:24:18.155034
1,112,17,DL,2024-05-02 09:24:18.155034
1,113,24,DL,2024-05-02 09:24:18.155034
1,114,3,DL,2024-05-02 09:24:18.155034
1,115,10,DL,2024-05-02 09:24:18.155034
1,116,24,DL,2024-05-02 09:24:18.155034
1,117,15,DL,2024-05-02 09:24:18.155034
1,118,12,DL,2024-05-02 09:24:18.155034
1,119,17,DL,2024-05-02 09:24:18.155034
1,120,23,DL,2024-05-02 09:24:18.155034
1,121,19,DL,2024-05-02 09:24:18.155034
1,122,22,DL,2024-05-02 09:24:18.155034
1,123,8,DL,2024-05-02 09:24:18.155034
1,124,23,DL,2024-05-02 09:24:18.155034
1,125,22,DL,2024-05-02 09:24:18.155034
1,126,28,DL,2024-05-02 09:24:18.155034
1,127,12,DL,2024-05-02 09:24:18.155034
1,128,11,DL,2024-05-02 09:24:18.155034
1,129,21,DL,2024-05-02 09:24:18.155034
1,130,22,DL,2024-05-02 09:24:18.155034
1,131,20,DL,2024-05-02 09:24:18.155034
1,132,1,DL,2024-05-02 09:24:18.155034
1,133,9,DL,2024-05-02 09:24:18.155034
1,134,26,DL,2024-05-02 09:24:18.155034
1,135,15,DL,2024-05-02 09:24:18.155034
1,136,12,DL,2024-05-02 09:24:18.155034
1,137,12,DL,2024-05-02 09:24:18.155034
1,138,6,DL,2024-05-02 09:24:18.155034
1,139,17,DL,2024-05-02 09:24:18.155034
1,140,3,DL,2024-05-02 09:24:18.155034
1,141,21,DL,2024-05-02 09:24:18.155034
1,142,22,DL,2024-05-02 09:24:18.155034
1,143,19,DL,2024-05-02 09:24:18.155034
1,144,7,DL,2024-05-02 09:24:18.155034
1,145,5,DL,2024-05-02 09:24:18.155034
1,146,6,DL,2024-05-02 09:24:18.155034
1,147,8,DL,2024-05-02 09:24:18.155034
1,148,6,DL,2024-05-02 09:24:18.155034
1,149,1,DL,2024-05-02 09:24:18.155034
1,150,22,DL,2024-05-02 09:24:18.155034
1,151,24,DL,2024-05-02 09:24:18.155034
1,152,12,DL,2024-05-02 09:24:18.155034
1,153,25,DL,2024-05-02 09:24:18.155034
1,154,13,DL,2024-05-02 09:24:18.155034
1,155,8,DL,2024-05-02 09:24:18.155034
1,156,13,DL,2024-05-02 09:24:18.155034
1,157,25,DL,2024-05-02 09:24:18.155034
1,158,11,DL,2024-05-02 09:24:18.155034
1,159,18,DL,2024-05-02 09:24:18.155034
1,160,0,DL,2024-05-02 09:24:18.155034
1,161,17,DL,2024-05-02 09:24:18.155034
1,162,14,DL,2024-05-02 09:24:18.155034
1,163,0,DL,2024-05-02 09:24:18.155034
1,164,15,DL,2024-05-02 09:24:18.155034
1,165,16,DL,2024-05-02 09:24:18.155034
1,166,23,DL,2024-05-02 09:24:18.155034
1,167,28,DL,2024-05-02 09:24:18.155034
1,168,0,DL,2024-05-02 09:24:18.155034
1,169,25,DL,2024-05-02 09:24:18.155034
1,170,14,DL,2024-05-02 09:24:18.155034
1,171,3,DL,2024-05-02 09:24:18.155034
1,172,3,DL,2024-05-02 09:24:18.155034
1,173,2,DL,2024-05-02 09:24:18.155034
1,174,26,DL,2024-05-02 09:24:18.155034
1,175,2,DL,2024-05-02 09:24:18.155034
1,176,11,DL,2024-05-02 09:24:18.155034
1,177,19,DL,2024-05-02 09:24:18.155034
1,178,23,DL,2024-05-02 09:24:18.155034
1,179,16,DL,2024-05-02 09:24:18.155034
1,180,5,DL,2024-05-02 09:24:18.155034
1,181,19,DL,2024-05-02 09:24:18.155034
1,182,28,DL,2024-05-02 09:24:18.155034
1,183,11,DL,2024-05-02 09:24:18.155034
1,184,4,DL,2024-05-02 09:24:18.155034
1,185,3,DL,2024-05-02 09:24:18.155034
1,186,1,DL,2024-05-02 09:24:18.155034
1,187,16,DL,2024-05-02 09:24:18.155034
1,188,30,DL,2024-05-02 09:24:18.155034
1,189,6,DL,2024-05-02 09:24:18.155034
1,190,21,DL,2024-05-02 09:24:18.155034
1,191,21,DL,2024-05-02 09:24:18.155034
1,192,20,DL,2024-05-02 09:24:18.155034
1,193,30,DL,2024-05-02 09:24:18.155034
1,194,24,DL,2024-05-02 09:24:18.155034
1,195,1,DL,2024-05-02 09:24:18.155034
1,196,26,DL,2024-05-02 09:24:18.155034
1,197,22,DL,2024-05-02 09:24:18.155034
1,198,1,DL,2024-05-02 09:24:18.155034
1,199,2,DL,2024-05-02 09:24:18.155034
1,200,27,DL,2024-05-02 09:24:18.155034
1,201,16,DL,2024-05-02 09:24:18.155034
1,202,5,DL,2024-05-02 09:24:18.155034
1,203,4,DL,2024-05-02 09:24:18.155034
1,204,23,DL,2024-05-02 09:24:18.155034
1,205,9,DL,2024-05-02 09:24:18.155034
1,206,10,DL,2024-05-02 09:24:18.155034
1,207,27,DL,2024-05-02 09:24:18.155034
1,208,13,DL,2024-05-02 09:24:18.155034
1,209,22,DL,2024-05-02 09:24:18.155034
1,210,25,DL,2024-05-02 09:24:18.155034
1,211,13,DL,2024-05-02 09:24:18.155034
1,212,17,DL,2024-05-02 09:24:18.155034
1,213,14,DL,2024-05-02 09:24:18.155034
1,214,4,DL,2024-05-02 09:24:18.155034
1,215,1,DL,2024-05-02 09:24:18.155034
1,216,11,DL,2024-05-02 09:24:18.155034
1,217,11,DL,2024-05-02 09:24:18.155034
1,218,27,DL,2024-05-02 09:24:18.155034
1,219,30,DL,2024-05-02 09:24:18.155034
1,220,4,DL,2024-05-02 09:24:18.155034
1,221,7,DL,2024-05-02 09:24:18.155034
1,222,12,DL,2024-05-02 09:24:18.155034
1,223,3,DL,2024-05-02 09:24:18.155034
1,224,16,DL,2024-05-02 09:24:18.155034
1,225,24,DL,2024-05-02 09:24:18.155034
1,226,18,DL,2024-05-02 09:24:18.155034
1,227,19,DL,2024-05-02 09:24:18.155034
1,228,22,DL,2024-05-02 09:24:18.155034
1,229,27,DL,2024-05-02 09:24:18.155034
1,230,7,DL,2024-05-02 09:24:18.155034
1,231,25,DL,2024-05-02 09:24:18.155034
1,232,5,DL,2024-05-02 09:24:18.155034
1,233,5,DL,2024-05-02 09:24:18.155034
1,234,13,DL,2024-05-02 09:24:18.155034
1,235,7,DL,2024-05-02 09:24:18.155034
1,236,18,DL,2024-05-02 09:24:18.155034
1,237,26,DL,2024-05-02 09:24:18.155034
1,238,20,DL,2024-05-02 09:24:18.155034
1,239,28,DL,2024-05-02 09:24:18.155034
1,240,17,DL,2024-05-02 09:24:18.155034
1,241,17,DL,2024-05-02 09:24:18.155034
1,242,10,DL,2024-05-02 09:24:18.155034
1,243,11,DL,2024-05-02 09:24:18.155034
1,244,10,DL,2024-05-02 09:24:18.155034
1,245,3,DL,2024-05-02 09:24:18.155034
1,246,0,DL,2024-05-02 09:24:18.155034
1,247,15,DL,2024-05-02 09:24:18.155034
1,248,14,DL,2024-05-02 09:24:18.155034
1,249,27,DL,2024-05-02 09:24:18.155034
1,250,3,DL,2024-05-02 09:24:18.155034
1,251,2,DL,2024-05-02 09:24:18.155034
1,252,28,DL,2024-05-02 09:24:18.155034
1,253,16,DL,2024-05-02 09:24:18.155034
1,254,24,DL,2024-05-02 09:24:18.155034
1,255,13,DL,2024-05-02 09:24:18.155034
1,256,20,DL,2024-05-02 09:24:18.155034
1,257,17,DL,2024-05-02 09:24:18.155034
1,258,25,DL,2024-05-02 09:24:18.155034
1,259,10,DL,2024-05-02 09:24:18.155034
1,260,20,DL,2024-05-02 09:24:18.155034
1,261,3,DL,2024-05-02 09:24:18.155034
1,262,6,DL,2024-05-02 09:24:18.155034
1,263,21,DL,2024-05-02 09:24:18.155034
1,264,16,DL,2024-05-02 09:24:18.155034
1,265,28,DL,2024-05-02 09:24:18.155034
1,266,1,DL,2024-05-02 09:24:18.155034
1,267,27,DL,2024-05-02 09:24:18.155034
1,268,23,DL,2024-05-02 09:24:18.155034
1,269,22,DL,2024-05-02 09:24:18.155034
1,270,16,DL,2024-05-02 09:24:18.155034
1,271,6,DL,2024-05-02 09:24:18.155034
1,272,14,DL,2024-05-02 09:24:18.155034
1,273,20,DL,2024-05-02 09:24:18.155034
1,274,19,DL,2024-05-02 09:24:18.155034
1,275,28,DL,2024-05-02 09:24:18.155034
1,276,7,DL,2024-05-02 09:24:18.155034
1,277,13,DL,2024-05-02 09:24:18.155034
1,278,17,DL,2024-05-02 09:24:18.155034
1,279,17,DL,2024-05-02 09:24:18.155034
1,280,23,DL,2024-05-02 09:24:18.155034
1,281,11,DL,2024-05-02 09:24:18.155034
1,282,6,DL,2024-05-02 09:24:18.155034
1,283,10,DL,2024-05-02 09:24:18.155034
1,284,27,DL,2024-05-02 09:24:18.155034
1,285,20,DL,2024-05-02 09:24:18.155034
1,286,28,DL,2024-05-02 09:24:18.155034
1,287,2,DL,2024-05-02 09:24:18.155034
1,288,9,DL,2024-05-02 09:24:18.155034
1,289,2,DL,2024-05-02 09:24:18.155034
1,290,8,DL,2024-05-02 09:24:18.155034
1,291,9,DL,2024-05-02 09:24:18.155034
1,292,30,DL,2024-05-02 09:24:18.155034
1,293,18,DL,2024-05-02 09:24:18.155034
1,294,3,DL,2024-05-02 09:24:18.155034
1,295,24,DL,2024-05-02 09:24:18.155034
1,296,9,DL,2024-05-02 09:24:18.155034
1,297,22,DL,2024-05-02 09:24:18.155034
1,298,26,DL,2024-05-02 09:24:18.155034
1,299,18,DL,2024-05-02 09:24:18.155034
1,300,7,DL,2024-05-02 09:24:18.155034
1,301,10,DL,2024-05-02 09:24:18.155034
1,302,0,DL,2024-05-02 09:24:18.155034
1,303,12,DL,2024-05-02 09:24:18.155034
1,304,15,DL,2024-05-02 09:24:18.155034
1,305,23,DL,2024-05-02 09:24:18.155034
1,306,21,DL,2024-05-02 09:24:18.155034
1,307,17,DL,2024-05-02 09:24:18.155034
1,308,23,DL,2024-05-02 09:24:18.155034
1,309,7,DL,2024-05-02 09:24:18.155034
1,310,18,DL,2024-05-02 09:24:18.155034
1,311,20,DL,2024-05-02 09:24:18.155034
1,312,23,DL,2024-05-02 09:24:18.155034
1,313,14,DL,2024-05-02 09:24:18.155034
2,1,14,DL,2024-05-02 09:24:18.155034
2,2,16,DL,2024-05-02 09:24:18.155034
2,3,28,DL,2024-05-02 09:24:18.155034
2,4,2,DL,2024-05-02 09:24:18.155034
2,5,1,DL,2024-05-02 09:24:18.155034
2,6,11,DL,2024-05-02 09:24:18.155034
2,7,8,DL,2024-05-02 09:24:18.155034
2,8,1,DL,2024-05-02 09:24:18.155034
2,9,17,DL,2024-05-02 09:24:18.155034
2,10,13,DL,2024-05-02 09:24:18.155034
2,11,21,DL,2024-05-02 09:24:18.155034
2,12,2,DL,2024-05-02 09:24:18.155034
2,13,1,DL,2024-05-02 09:24:18.155034
2,14,18,DL,2024-05-02 09:24:18.155034
2,15,6,DL,2024-05-02 09:24:18.155034
2,16,20,DL,2024-05-02 09:24:18.155034
2,17,3,DL,2024-05-02 09:24:18.155034
2,18,13,DL,2024-05-02 09:24:18.155034
2,19,15,DL,2024-05-02 09:24:18.155034
2,20,20,DL,2024-05-02 09:24:18.155034
2,21,16,DL,2024-05-02 09:24:18.155034
2,22,0,DL,2024-05-02 09:24:18.155034
2,23,12,DL,2024-05-02 09:24:18.155034
2,24,16,DL,2024-05-02 09:24:18.155034
2,25,18,DL,2024-05-02 09:24:18.155034
2,26,2,DL,2024-05-02 09:24:18.155034
2,27,10,DL,2024-05-02 09:24:18.155034
2,28,25,DL,2024-05-02 09:24:18.155034
2,29,29,DL,2024-05-02 09:24:18.155034
2,30,17,DL,2024-05-02 09:24:18.155034
2,31,10,DL,2024-05-02 09:24:18.155034
2,32,13,DL,2024-05-02 09:24:18.155034
2,33,8,DL,2024-05-02 09:24:18.155034
2,34,24,DL,2024-05-02 09:24:18.155034
2,35,25,DL,2024-05-02 09:24:18.155034
2,36,15,DL,2024-05-02 09:24:18.155034
2,37,5,DL,2024-05-02 09:24:18.155034
2,38,18,DL,2024-05-02 09:24:18.155034
2,39,28,DL,2024-05-02 09:24:18.155034
2,40,15,DL,2024-05-02 09:24:18.155034
2,41,6,DL,2024-05-02 09:24:18.155034
2,42,16,DL,2024-05-02 09:24:18.155034
2,43,2,DL,2024-05-02 09:24:18.155034
2,44,24,DL,2024-05-02 09:24:18.155034
2,45,13,DL,2024-05-02 09:24:18.155034
2,46,18,DL,2024-05-02 09:24:18.155034
2,47,0,DL,2024-05-02 09:24:18.155034
2,48,20,DL,2024-05-02 09:24:18.155034
2,49,4,DL,2024-05-02 09:24:18.155034
2,50,7,DL,2024-05-02 09:24:18.155034
2,51,8,DL,2024-05-02 09:24:18.155034
2,52,23,DL,2024-05-02 09:24:18.155034
2,53,19,DL,2024-05-02 09:24:18.155034
2,54,6,DL,2024-05-02 09:24:18.155034
2,55,5,DL,2024-05-02 09:24:18.155034
2,56,20,DL,2024-05-02 09:24:18.155034
2,57,27,DL,2024-05-02 09:24:18.155034
2,58,15,DL,2024-05-02 09:24:18.155034
2,59,17,DL,2024-05-02 09:24:18.155034
2,60,1,DL,2024-05-02 09:24:18.155034
2,61,20,DL,2024-05-02 09:24:18.155034
2,62,4,DL,2024-05-02 09:24:18.155034
2,63,5,DL,2024-05-02 09:24:18.155034
2,64,30,DL,2024-05-02 09:24:18.155034
2,65,16,DL,2024-05-02 09:24:18.155034
2,66,22,DL,2024-05-02 09:24:18.155034
2,67,8,DL,2024-05-02 09:24:18.155034
2,68,23,DL,2024-05-02 09:24:18.155034
2,69,22,DL,2024-05-02 09:24:18.155034
2,70,6,DL,2024-05-02 09:24:18.155034
2,71,30,DL,2024-05-02 09:24:18.155034
2,72,1,DL,2024-05-02 09:24:18.155034
2,73,20,DL,2024-05-02 09:24:18.155034
2,74,23,DL,2024-05-02 09:24:18.155034
2,75,11,DL,2024-05-02 09:24:18.155034
2,76,20,DL,2024-05-02 09:24:18.155034
2,77,25,DL,2024-05-02 09:24:18.155034
2,78,4,DL,2024-05-02 09:24:18.155034
2,79,29,DL,2024-05-02 09:24:18.155034
2,80,27,DL,2024-05-02 09:24:18.155034
2,81,19,DL,2024-05-02 09:24:18.155034
2,82,4,DL,2024-05-02 09:24:18.155034
2,83,21,DL,2024-05-02 09:24:18.155034
2,84,22,DL,2024-05-02 09:24:18.155034
2,85,6,DL,2024-05-02 09:24:18.155034
2,86,24,DL,2024-05-02 09:24:18.155034
2,87,14,DL,2024-05-02 09:24:18.155034
2,88,8,DL,2024-05-02 09:24:18.155034
2,89,8,DL,2024-05-02 09:24:18.155034
2,90,26,DL,2024-05-02 09:24:18.155034
2,91,0,DL,2024-05-02 09:24:18.155034
2,92,22,DL,2024-05-02 09:24:18.155034
2,93,22,DL,2024-05-02 09:24:18.155034
2,94,2,DL,2024-05-02 09:24:18.155034
2,95,10,DL,2024-05-02 09:24:18.155034
2,96,22,DL,2024-05-02 09:24:18.155034
2,97,15,DL,2024-05-02 09:24:18.155034
2,98,14,DL,2024-05-02 09:24:18.155034
2,99,24,DL,2024-05-02 09:24:18.155034
2,100,12,DL,2024-05-02 09:24:18.155034
2,101,4,DL,2024-05-02 09:24:18.155034
2,102,12,DL,2024-05-02 09:24:18.155034
2,103,1,DL,2024-05-02 09:24:18.155034
2,104,26,DL,2024-05-02 09:24:18.155034
2,105,3,DL,2024-05-02 09:24:18.155034
2,106,7,DL,2024-05-02 09:24:18.155034
2,107,29,DL,2024-05-02 09:24:18.155034
2,108,29,DL,2024-05-02 09:24:18.155034
2,109,25,DL,2024-05-02 09:24:18.155034
2,110,7,DL,2024-05-02 09:24:18.155034
2,111,6,DL,2024-05-02 09:24:18.155034
2,112,1,DL,2024-05-02 09:24:18.155034
2,113,7,DL,2024-05-02 09:24:18.155034
2,114,12,DL,2024-05-02 09:24:18.155034
2,115,19,DL,2024-05-02 09:24:18.155034
2,116,17,DL,2024-05-02 09:24:18.155034
2,117,18,DL,2024-05-02 09:24:18.155034
2,118,25,DL,2024-05-02 09:24:18.155034
2,119,23,DL,2024-05-02 09:24:18.155034
2,120,16,DL,2024-05-02 09:24:18.155034
2,121,3,DL,2024-05-02 09:24:18.155034
2,122,11,DL,2024-05-02 09:24:18.155034
2,123,18,DL,2024-05-02 09:24:18.155034
2,124,4,DL,2024-05-02 09:24:18.155034
2,125,10,DL,2024-05-02 09:24:18.155034
2,126,13,DL,2024-05-02 09:24:18.155034
2,127,12,DL,2024-05-02 09:24:18.155034
2,128,28,DL,2024-05-02 09:24:18.155034
2,129,21,DL,2024-05-02 09:24:18.155034
2,130,17,DL,2024-05-02 09:24:18.155034
2,131,9,DL,2024-05-02 09:24:18.155034
2,132,6,DL,2024-05-02 09:24:18.155034
2,133,28,DL,2024-05-02 09:24:18.155034
2,134,13,DL,2024-05-02 09:24:18.155034
2,135,30,DL,2024-05-02 09:24:18.155034
2,136,8,DL,2024-05-02 09:24:18.155034
2,137,1,DL,2024-05-02 09:24:18.155034
2,138,16,DL,2024-05-02 09:24:18.155034
2,139,24,DL,2024-05-02 09:24:18.155034
2,140,13,DL,2024-05-02 09:24:18.155034
2,141,28,DL,2024-05-02 09:24:18.155034
2,142,24,DL,2024-05-02 09:24:18.155034
2,143,12,DL,2024-05-02 09:24:18.155034
2,144,4,DL,2024-05-02 09:24:18.155034
2,145,23,DL,2024-05-02 09:24:18.155034
2,146,3,DL,2024-05-02 09:24:18.155034
2,147,13,DL,2024-05-02 09:24:18.155034
2,148,27,DL,2024-05-02 09:24:18.155034
2,149,22,DL,2024-05-02 09:24:18.155034
2,150,7,DL,2024-05-02 09:24:18.155034
2,151,2,DL,2024-05-02 09:24:18.155034
2,152,21,DL,2024-05-02 09:24:18.155034
2,153,21,DL,2024-05-02 09:24:18.155034
2,154,9,DL,2024-05-02 09:24:18.155034
2,155,21,DL,2024-05-02 09:24:18.155034
2,156,8,DL,2024-05-02 09:24:18.155034
2,157,28,DL,2024-05-02 09:24:18.155034
2,158,0,DL,2024-05-02 09:24:18.155034
2,159,30,DL,2024-05-02 09:24:18.155034
2,160,4,DL,2024-05-02 09:24:18.155034
2,161,9,DL,2024-05-02 09:24:18.155034
2,162,18,DL,2024-05-02 09:24:18.155034
2,163,30,DL,2024-05-02 09:24:18.155034
2,164,9,DL,2024-05-02 09:24:18.155034
2,165,6,DL,2024-05-02 09:24:18.155034
2,166,27,DL,2024-05-02 09:24:18.155034
2,167,1,DL,2024-05-02 09:24:18.155034
2,168,29,DL,2024-05-02 09:24:18.155034
2,169,1,DL,2024-05-02 09:24:18.155034
2,170,2,DL,2024-05-02 09:24:18.155034
2,171,28,DL,2024-05-02 09:24:18.155034
2,172,16,DL,2024-05-02 09:24:18.155034
2,173,17,DL,2024-05-02 09:24:18.155034
2,174,8,DL,2024-05-02 09:24:18.155034
2,175,0,DL,2024-05-02 09:24:18.155034
2,176,26,DL,2024-05-02 09:24:18.155034
2,177,9,DL,2024-05-02 09:24:18.155034
2,178,1,DL,2024-05-02 09:24:18.155034
2,179,16,DL,2024-05-02 09:24:18.155034
2,180,3,DL,2024-05-02 09:24:18.155034
2,181,29,DL,2024-05-02 09:24:18.155034
2,182,21,DL,2024-05-02 09:24:18.155034
2,183,26,DL,2024-05-02 09:24:18.155034
2,184,0,DL,2024-05-02 09:24:18.155034
2,185,4,DL,2024-05-02 09:24:18.155034
2,186,16,DL,2024-05-02 09:24:18.155034
2,187,10,DL,2024-05-02 09:24:18.155034
2,188,27,DL,2024-05-02 09:24:18.155034
2,189,13,DL,2024-05-02 09:24:18.155034
2,190,18,DL,2024-05-02 09:24:18.155034
2,191,15,DL,2024-05-02 09:24:18.155034
2,192,0,DL,2024-05-02 09:24:18.155034
2,193,21,DL,2024-05-02 09:24:18.155034
2,194,15,DL,2024-05-02 09:24:18.155034
2,195,19,DL,2024-05-02 09:24:18.155034
2,196,28,DL,2024-05-02 09:24:18.155034
2,197,10,DL,2024-05-02 09:24:18.155034
2,198,0,DL,2024-05-02 09:24:18.155034
2,199,13,DL,2024-05-02 09:24:18.155034
2,200,11,DL,2024-05-02 09:24:18.155034
2,201,24,DL,2024-05-02 09:24:18.155034
2,202,1,DL,2024-05-02 09:24:18.155034
2,203,7,DL,2024-05-02 09:24:18.155034
2,204,25,DL,2024-05-02 09:24:18.155034
2,205,13,DL,2024-05-02 09:24:18.155034
2,206,9,DL,2024-05-02 09:24:18.155034
2,207,8,DL,2024-05-02 09:24:18.155034
2,208,12,DL,2024-05-02 09:24:18.155034
2,209,11,DL,2024-05-02 09:24:18.155034
2,210,10,DL,2024-05-02 09:24:18.155034
2,211,4,DL,2024-05-02 09:24:18.155034
2,212,22,DL,2024-05-02 09:24:18.155034
2,213,10,DL,2024-05-02 09:24:18.155034
2,214,7,DL,2024-05-02 09:24:18.155034
2,215,11,DL,2024-05-02 09:24:18.155034
2,216,19,DL,2024-05-02 09:24:18.155034
2,217,22,DL,2024-05-02 09:24:18.155034
2,218,26,DL,2024-05-02 09:24:18.155034
2,219,16,DL,2024-05-02 09:24:18.155034
2,220,6,DL,2024-05-02 09:24:18.155034
2,221,12,DL,2024-05-02 09:24:18.155034
2,222,30,DL,2024-05-02 09:24:18.155034
2,223,7,DL,2024-05-02 09:24:18.155034
2,224,4,DL,2024-05-02 09:24:18.155034
2,225,11,DL,2024-05-02 09:24:18.155034
2,226,5,DL,2024-05-02 09:24:18.155034
2,227,12,DL,2024-05-02 09:24:18.155034
2,228,7,DL,2024-05-02 09:24:18.155034
2,229,29,DL,2024-05-02 09:24:18.155034
2,230,25,DL,2024-05-02 09:24:18.155034
2,231,8,DL,2024-05-02 09:24:18.155034
2,232,11,DL,2024-05-02 09:24:18.155034
2,233,25,DL,2024-05-02 09:24:18.155034
2,234,12,DL,2024-05-02 09:24:18.155034
2,235,4,DL,2024-05-02 09:24:18.155034
2,236,7,DL,2024-05-02 09:24:18.155034
2,237,30,DL,2024-05-02 09:24:18.155034
2,238,6,DL,2024-05-02 09:24:18.155034
2,239,17,DL,2024-05-02 09:24:18.155034
2,240,19,DL,2024-05-02 09:24:18.155034
2,241,24,DL,2024-05-02 09:24:18.155034
2,242,2,DL,2024-05-02 09:24:18.155034
2,243,18,DL,2024-05-02 09:24:18.155034
2,244,1,DL,2024-05-02 09:24:18.155034
2,245,18,DL,2024-05-02 09:24:18.155034
