order_id,item_id,product_id,quantity,list_price,discount,source,timestamp_saved
20,1,9,1,2999.99,0.07,DB,2024-05-02 09:21:45.429200
20,2,10,2,1549.0,0.07,DB,2024-05-02 09:21:45.429200
21,1,14,1,269.99,0.05,DB,2024-05-02 09:21:45.429200
21,2,17,1,429.0,0.1,DB,2024-05-02 09:21:45.429200
21,3,10,1,1549.0,0.07,DB,2024-05-02 09:21:45.429200
22,1,15,2,529.99,0.2,DB,2024-05-02 09:21:45.429200
22,2,22,1,269.99,0.05,DB,2024-05-02 09:21:45.429200
23,1,4,2,2899.99,0.05,DB,2024-05-02 09:21:45.429200
23,2,23,2,299.99,0.1,DB,2024-05-02 09:21:45.429200
23,3,13,1,269.99,0.2,DB,2024-05-02 09:21:45.429200
24,1,3,2,999.99,0.1,DB,2024-05-02 09:21:45.429200
24,2,18,2,449.0,0.07,DB,2024-05-02 09:21:45.429200
25,1,23,2,299.99,0.2,DB,2024-05-02 09:21:45.429200
25,2,10,2,1549.0,0.2,DB,2024-05-02 09:21:45.429200
25,3,22,1,269.99,0.2,DB,2024-05-02 09:21:45.429200
25,4,14,1,269.99,0.2,DB,2024-05-02 09:21:45.429200
25,5,21,1,269.99,0.1,DB,2024-05-02 09:21:45.429200
26,1,7,1,3999.99,0.05,DB,2024-05-02 09:21:45.429200
26,2,2,1,749.99,0.2,DB,2024-05-02 09:21:45.429200
26,3,12,1,549.99,0.2,DB,2024-05-02 09:21:45.429200
26,4,21,2,269.99,0.07,DB,2024-05-02 09:21:45.429200
27,1,5,1,1320.99,0.2,DB,2024-05-02 09:21:45.429200
27,2,19,1,449.0,0.2,DB,2024-05-02 09:21:45.429200
27,3,26,2,599.99,0.07,DB,2024-05-02 09:21:45.429200
27,4,8,1,1799.99,0.07,DB,2024-05-02 09:21:45.429200
28,1,5,1,1320.99,0.05,DB,2024-05-02 09:21:45.429200
28,2,7,2,3999.99,0.2,DB,2024-05-02 09:21:45.429200
28,3,14,2,269.99,0.1,DB,2024-05-02 09:21:45.429200
28,4,6,1,469.99,0.05,DB,2024-05-02 09:21:45.429200
29,1,24,2,549.99,0.05,DB,2024-05-02 09:21:45.429200
29,2,6,1,469.99,0.2,DB,2024-05-02 09:21:45.429200
29,3,21,2,269.99,0.1,DB,2024-05-02 09:21:45.429200
29,4,8,1,1799.99,0.2,DB,2024-05-02 09:21:45.429200
29,5,14,2,269.99,0.05,DB,2024-05-02 09:21:45.429200
30,1,26,1,599.99,0.05,DB,2024-05-02 09:21:45.429200
30,2,17,1,429.0,0.07,DB,2024-05-02 09:21:45.429200
30,3,19,1,449.0,0.1,DB,2024-05-02 09:21:45.429200
30,4,4,1,2899.99,0.1,DB,2024-05-02 09:21:45.429200
30,5,7,2,3999.99,0.1,DB,2024-05-02 09:21:45.429200
31,1,11,2,1680.99,0.05,DB,2024-05-02 09:21:45.429200
31,2,9,2,2999.99,0.2,DB,2024-05-02 09:21:45.429200
32,1,8,2,1799.99,0.07,DB,2024-05-02 09:21:45.429200
32,2,12,2,549.99,0.07,DB,2024-05-02 09:21:45.429200
32,3,25,2,499.99,0.1,DB,2024-05-02 09:21:45.429200
33,1,23,2,299.99,0.07,DB,2024-05-02 09:21:45.429200
33,2,7,1,3999.99,0.1,DB,2024-05-02 09:21:45.429200
34,1,8,2,1799.99,0.07,DB,2024-05-02 09:21:45.429200
34,2,10,2,1549.0,0.1,DB,2024-05-02 09:21:45.429200
34,3,17,2,429.0,0.2,DB,2024-05-02 09:21:45.429200
35,1,18,1,449.0,0.05,DB,2024-05-02 09:21:45.429200
35,2,20,2,599.99,0.05,DB,2024-05-02 09:21:45.429200
35,3,5,1,1320.99,0.2,DB,2024-05-02 09:21:45.429200
35,4,21,2,269.99,0.07,DB,2024-05-02 09:21:45.429200
35,5,22,1,269.99,0.07,DB,2024-05-02 09:21:45.429200
36,1,9,1,2999.99,0.07,DB,2024-05-02 09:21:45.429200
36,2,5,1,1320.99,0.05,DB,2024-05-02 09:21:45.429200
36,3,3,2,999.99,0.2,DB,2024-05-02 09:21:45.429200
37,1,16,2,599.99,0.05,DB,2024-05-02 09:21:45.429200
38,1,7,2,3999.99,0.05,DB,2024-05-02 09:21:45.429200
38,2,23,1,299.99,0.07,DB,2024-05-02 09:21:45.429200
38,3,25,1,499.99,0.2,DB,2024-05-02 09:21:45.429200
38,4,10,2,1549.0,0.1,DB,2024-05-02 09:21:45.429200
38,5,24,1,549.99,0.07,DB,2024-05-02 09:21:45.429200
39,1,22,2,269.99,0.2,DB,2024-05-02 09:21:45.429200
39,2,16,2,599.99,0.2,DB,2024-05-02 09:21:45.429200
39,3,3,2,999.99,0.05,DB,2024-05-02 09:21:45.429200
39,4,15,1,529.99,0.1,DB,2024-05-02 09:21:45.429200
40,1,17,1,429.0,0.2,DB,2024-05-02 09:21:45.429200
40,2,8,2,1799.99,0.2,DB,2024-05-02 09:21:45.429200
41,1,5,1,1320.99,0.1,DB,2024-05-02 09:21:45.429200
41,2,19,2,449.0,0.2,DB,2024-05-02 09:21:45.429200
41,3,26,2,599.99,0.2,DB,2024-05-02 09:21:45.429200
42,1,19,1,449.0,0.05,DB,2024-05-02 09:21:45.429200
43,1,13,2,269.99,0.1,DB,2024-05-02 09:21:45.429200
43,2,12,2,549.99,0.05,DB,2024-05-02 09:21:45.429200
44,1,7,1,3999.99,0.1,DB,2024-05-02 09:21:45.429200
44,2,16,1,599.99,0.05,DB,2024-05-02 09:21:45.429200
45,1,4,2,2899.99,0.2,DB,2024-05-02 09:21:45.429200
45,2,22,1,269.99,0.07,DB,2024-05-02 09:21:45.429200
45,3,21,2,269.99,0.05,DB,2024-05-02 09:21:45.429200
46,1,17,1,429.0,0.1,DB,2024-05-02 09:21:45.429200
47,1,6,1,469.99,0.05,DB,2024-05-02 09:21:45.429200
47,2,15,1,529.99,0.1,DB,2024-05-02 09:21:45.429200
47,3,25,2,499.99,0.07,DB,2024-05-02 09:21:45.429200
47,4,13,1,269.99,0.2,DB,2024-05-02 09:21:45.429200
48,1,11,1,1680.99,0.1,DB,2024-05-02 09:21:45.429200
48,2,4,1,2899.99,0.2,DB,2024-05-02 09:21:45.429200
48,3,5,2,1320.99,0.1,DB,2024-05-02 09:21:45.429200
48,4,14,2,269.99,0.07,DB,2024-05-02 09:21:45.429200
49,1,13,2,269.99,0.07,DB,2024-05-02 09:21:45.429200
50,1,3,1,999.99,0.05,DB,2024-05-02 09:21:45.429200
50,2,26,2,599.99,0.07,DB,2024-05-02 09:21:45.429200
50,3,13,2,269.99,0.2,DB,2024-05-02 09:21:45.429200
51,1,13,1,269.99,0.05,DB,2024-05-02 09:21:45.429200
51,2,20,1,599.99,0.05,DB,2024-05-02 09:21:45.429200
51,3,26,2,599.99,0.2,DB,2024-05-02 09:21:45.429200
52,1,25,1,499.99,0.07,DB,2024-05-02 09:21:45.429200
53,1,8,2,1799.99,0.2,DB,2024-05-02 09:21:45.429200
53,2,23,2,299.99,0.05,DB,2024-05-02 09:21:45.429200
53,3,14,2,269.99,0.2,DB,2024-05-02 09:21:45.429200
53,4,25,2,499.99,0.1,DB,2024-05-02 09:21:45.429200
54,1,26,2,599.99,0.2,DB,2024-05-02 09:21:45.429200
54,2,3,1,999.99,0.2,DB,2024-05-02 09:21:45.429200
55,1,21,1,269.99,0.05,DB,2024-05-02 09:21:45.429200
55,2,25,2,499.99,0.2,DB,2024-05-02 09:21:45.429200
55,3,15,2,529.99,0.2,DB,2024-05-02 09:21:45.429200
56,1,20,2,599.99,0.07,DB,2024-05-02 09:21:45.429200
57,1,23,2,299.99,0.1,DB,2024-05-02 09:21:45.429200
57,2,19,2,449.0,0.2,DB,2024-05-02 09:21:45.429200
57,3,13,1,269.99,0.07,DB,2024-05-02 09:21:45.429200
58,1,14,2,269.99,0.05,DB,2024-05-02 09:21:45.429200
58,2,18,1,449.0,0.07,DB,2024-05-02 09:21:45.429200
58,3,23,1,299.99,0.1,DB,2024-05-02 09:21:45.429200
59,1,21,1,269.99,0.05,DB,2024-05-02 09:21:45.429200
59,2,2,1,749.99,0.1,DB,2024-05-02 09:21:45.429200
59,3,17,2,429.0,0.1,DB,2024-05-02 09:21:45.429200
60,1,14,2,269.99,0.05,DB,2024-05-02 09:21:45.429200
60,2,4,1,2899.99,0.1,DB,2024-05-02 09:21:45.429200
60,3,15,1,529.99,0.07,DB,2024-05-02 09:21:45.429200
60,4,22,1,269.99,0.2,DB,2024-05-02 09:21:45.429200
61,1,25,1,499.99,0.1,DB,2024-05-02 09:21:45.429200
61,2,15,2,529.99,0.05,DB,2024-05-02 09:21:45.429200
61,3,5,2,1320.99,0.2,DB,2024-05-02 09:21:45.429200
62,1,14,1,269.99,0.07,DB,2024-05-02 09:21:45.429200
62,2,8,2,1799.99,0.1,DB,2024-05-02 09:21:45.429200
62,3,22,2,269.99,0.1,DB,2024-05-02 09:21:45.429200
63,1,25,2,499.99,0.1,DB,2024-05-02 09:21:45.429200
63,2,19,2,449.0,0.05,DB,2024-05-02 09:21:45.429200
63,3,3,1,999.99,0.1,DB,2024-05-02 09:21:45.429200
64,1,25,2,499.99,0.1,DB,2024-05-02 09:21:45.429200
64,2,22,2,269.99,0.2,DB,2024-05-02 09:21:45.429200
64,3,23,2,299.99,0.2,DB,2024-05-02 09:21:45.429200
64,4,24,2,549.99,0.1,DB,2024-05-02 09:21:45.429200
65,1,12,1,549.99,0.1,DB,2024-05-02 09:21:45.429200
66,1,2,1,749.99,0.2,DB,2024-05-02 09:21:45.429200
66,2,23,1,299.99,0.07,DB,2024-05-02 09:21:45.429200
66,3,12,1,549.99,0.07,DB,2024-05-02 09:21:45.429200
67,1,23,2,299.99,0.2,DB,2024-05-02 09:21:45.429200
67,2,12,2,549.99,0.1,DB,2024-05-02 09:21:45.429200
67,3,21,1,269.99,0.2,DB,2024-05-02 09:21:45.429200
67,4,5,2,1320.99,0.1,DB,2024-05-02 09:21:45.429200
67,5,19,1,449.0,0.2,DB,2024-05-02 09:21:45.429200
68,1,13,2,269.99,0.07,DB,2024-05-02 09:21:45.429200
68,2,17,1,429.0,0.1,DB,2024-05-02 09:21:45.429200
69,1,22,2,269.99,0.1,DB,2024-05-02 09:21:45.429200
69,2,5,1,1320.99,0.2,DB,2024-05-02 09:21:45.429200
69,3,10,1,1549.0,0.05,DB,2024-05-02 09:21:45.429200
70,1,3,2,999.99,0.05,DB,2024-05-02 09:21:45.429200
70,2,18,1,449.0,0.2,DB,2024-05-02 09:21:45.429200
70,3,20,1,599.99,0.05,DB,2024-05-02 09:21:45.429200
71,1,26,2,599.99,0.05,DB,2024-05-02 09:21:45.429200
71,2,24,1,549.99,0.2,DB,2024-05-02 09:21:45.429200
71,3,18,1,449.0,0.1,DB,2024-05-02 09:21:45.429200
72,1,17,2,429.0,0.07,DB,2024-05-02 09:21:45.429200
72,2,12,1,549.99,0.05,DB,2024-05-02 09:21:45.429200
72,3,13,2,269.99,0.1,DB,2024-05-02 09:21:45.429200
73,1,22,1,269.99,0.07,DB,2024-05-02 09:21:45.429200
73,2,26,2,599.99,0.05,DB,2024-05-02 09:21:45.429200
73,3,3,2,999.99,0.07,DB,2024-05-02 09:21:45.429200
73,4,25,1,499.99,0.07,DB,2024-05-02 09:21:45.429200
73,5,23,2,299.99,0.2,DB,2024-05-02 09:21:45.429200
74,1,16,2,599.99,0.05,DB,2024-05-02 09:21:45.429200
74,2,6,1,469.99,0.07,DB,2024-05-02 09:21:45.429200
75,1,3,1,999.99,0.1,DB,2024-05-02 09:21:45.429200
75,2,7,2,3999.99,0.07,DB,2024-05-02 09:21:45.429200
75,3,15,1,529.99,0.2,DB,2024-05-02 09:21:45.429200
76,1,12,1,549.99,0.05,DB,2024-05-02 09:21:45.429200
76,2,11,2,1680.99,0.1,DB,2024-05-02 09:21:45.429200
76,3,5,1,1320.99,0.07,DB,2024-05-02 09:21:45.429200
77,1,20,1,599.99,0.07,DB,2024-05-02 09:21:45.429200
77,2,24,2,549.99,0.1,DB,2024-05-02 09:21:45.429200
77,3,26,1,599.99,0.2,DB,2024-05-02 09:21:45.429200
77,4,25,1,499.99,0.2,DB,2024-05-02 09:21:45.429200
78,1,17,1,429.0,0.07,DB,2024-05-02 09:21:45.429200
78,2,19,1,449.0,0.2,DB,2024-05-02 09:21:45.429200
78,3,18,2,449.0,0.1,DB,2024-05-02 09:21:45.429200
78,4,14,2,269.99,0.1,DB,2024-05-02 09:21:45.429200
79,1,9,2,2999.99,0.1,DB,2024-05-02 09:21:45.429200
79,2,17,2,429.0,0.05,DB,2024-05-02 09:21:45.429200
79,3,6,1,469.99,0.1,DB,2024-05-02 09:21:45.429200
79,4,25,2,499.99,0.07,DB,2024-05-02 09:21:45.429200
80,1,26,1,599.99,0.1,DB,2024-05-02 09:21:45.429200
80,2,24,1,549.99,0.1,DB,2024-05-02 09:21:45.429200
80,3,17,1,429.0,0.2,DB,2024-05-02 09:21:45.429200
81,1,10,2,1549.0,0.2,DB,2024-05-02 09:21:45.429200
81,2,23,2,299.99,0.05,DB,2024-05-02 09:21:45.429200
81,3,25,2,499.99,0.05,DB,2024-05-02 09:21:45.429200
82,1,25,2,499.99,0.1,DB,2024-05-02 09:21:45.429200
82,2,11,2,1680.99,0.2,DB,2024-05-02 09:21:45.429200
83,1,20,1,599.99,0.2,DB,2024-05-02 09:21:45.429200
83,2,3,2,999.99,0.05,DB,2024-05-02 09:21:45.429200
84,1,23,2,299.99,0.07,DB,2024-05-02 09:21:45.429200
84,2,15,2,529.99,0.07,DB,2024-05-02 09:21:45.429200
85,1,4,2,2899.99,0.05,DB,2024-05-02 09:21:45.429200
85,2,18,1,449.0,0.07,DB,2024-05-02 09:21:45.429200
86,1,9,2,2999.99,0.1,DB,2024-05-02 09:21:45.429200
86,2,23,2,299.99,0.07,DB,2024-05-02 09:21:45.429200
86,3,21,2,269.99,0.2,DB,2024-05-02 09:21:45.429200
86,4,15,1,529.99,0.1,DB,2024-05-02 09:21:45.429200
87,1,20,2,599.99,0.2,DB,2024-05-02 09:21:45.429200
87,2,23,2,299.99,0.1,DB,2024-05-02 09:21:45.429200
88,1,10,1,1549.0,0.07,DB,2024-05-02 09:21:45.429200
88,2,8,2,1799.99,0.1,DB,2024-05-02 09:21:45.429200
88,3,7,1,3999.99,0.1,DB,2024-05-02 09:21:45.429200
89,1,5,1,1320.99,0.05,DB,2024-05-02 09:21:45.429200
89,2,6,2,469.99,0.1,DB,2024-05-02 09:21:45.429200
90,1,3,1,999.99,0.1,DB,2024-05-02 09:21:45.429200
90,2,6,1,469.99,0.07,DB,2024-05-02 09:21:45.429200
91,1,11,1,1680.99,0.1,DB,2024-05-02 09:21:45.429200
91,2,25,1,499.99,0.05,DB,2024-05-02 09:21:45.429200
91,3,15,2,529.99,0.07,DB,2024-05-02 09:21:45.429200
91,4,13,2,269.99,0.07,DB,2024-05-02 09:21:45.429200
92,1,8,1,1799.99,0.1,DB,2024-05-02 09:21:45.429200
93,1,22,2,269.99,0.07,DB,2024-05-02 09:21:45.429200
93,2,17,1,429.0,0.05,DB,2024-05-02 09:21:45.429200
93,3,21,1,269.99,0.1,DB,2024-05-02 09:21:45.429200
93,4,2,1,749.99,0.2,DB,2024-05-02 09:21:45.429200
93,5,10,2,1549.0,0.07,DB,2024-05-02 09:21:45.429200
94,1,12,1,549.99,0.05,DB,2024-05-02 09:21:45.429200
94,2,4,1,2899.99,0.2,DB,2024-05-02 09:21:45.429200
94,3,11,1,1680.99,0.2,DB,2024-05-02 09:21:45.429200
94,4,21,2,269.99,0.07,DB,2024-05-02 09:21:45.429200
95,1,10,2,1549.0,0.2,DB,2024-05-02 09:21:45.429200
95,2,19,1,449.0,0.1,DB,2024-05-02 09:21:45.429200
95,3,8,2,1799.99,0.2,DB,2024-05-02 09:21:45.429200
95,4,20,2,599.99,0.05,DB,2024-05-02 09:21:45.429200
96,1,26,1,599.99,0.1,DB,2024-05-02 09:21:45.429200
96,2,23,1,299.99,0.05,DB,2024-05-02 09:21:45.429200
97,1,20,2,599.99,0.2,DB,2024-05-02 09:21:45.429200
97,2,2,1,749.99,0.07,DB,2024-05-02 09:21:45.429200
97,3,6,2,469.99,0.2,DB,2024-05-02 09:21:45.429200
97,4,19,1,449.0,0.1,DB,2024-05-02 09:21:45.429200
98,1,19,1,449.0,0.07,DB,2024-05-02 09:21:45.429200
98,2,21,1,269.99,0.1,DB,2024-05-02 09:21:45.429200
98,3,2,1,749.99,0.2,DB,2024-05-02 09:21:45.429200
98,4,22,2,269.99,0.2,DB,2024-05-02 09:21:45.429200
99,1,13,1,269.99,0.2,DB,2024-05-02 09:21:45.429200
99,2,21,1,269.99,0.2,DB,2024-05-02 09:21:45.429200
99,3,25,2,499.99,0.05,DB,2024-05-02 09:21:45.429200
99,4,7,2,3999.99,0.07,DB,2024-05-02 09:21:45.429200
99,5,23,2,299.99,0.2,DB,2024-05-02 09:21:45.429200
100,1,12,2,549.99,0.05,DB,2024-05-02 09:21:45.429200
100,2,11,2,1680.99,0.1,DB,2024-05-02 09:21:45.429200
100,3,7,2,3999.99,0.2,DB,2024-05-02 09:21:45.429200
100,4,16,2,599.99,0.2,DB,2024-05-02 09:21:45.429200
100,5,24,2,549.99,0.1,DB,2024-05-02 09:21:45.429200
101,1,12,2,549.99,0.2,DB,2024-05-02 09:21:45.429200
102,1,15,1,529.99,0.05,DB,2024-05-02 09:21:45.429200
102,2,22,1,269.99,0.07,DB,2024-05-02 09:21:45.429200
103,1,17,1,429.0,0.07,DB,2024-05-02 09:21:45.429200
103,2,3,1,999.99,0.05,DB,2024-05-02 09:21:45.429200
103,3,18,1,449.0,0.2,DB,2024-05-02 09:21:45.429200
103,4,15,2,529.99,0.1,DB,2024-05-02 09:21:45.429200
103,5,9,2,2999.99,0.1,DB,2024-05-02 09:21:45.429200
104,1,19,2,449.0,0.1,DB,2024-05-02 09:21:45.429200
104,2,26,1,599.99,0.05,DB,2024-05-02 09:21:45.429200
105,1,11,2,1680.99,0.2,DB,2024-05-02 09:21:45.429200
105,2,3,1,999.99,0.05,DB,2024-05-02 09:21:45.429200
105,3,9,1,2999.99,0.05,DB,2024-05-02 09:21:45.429200
106,1,17,1,429.0,0.1,DB,2024-05-02 09:21:45.429200
106,2,13,2,269.99,0.1,DB,2024-05-02 09:21:45.429200
107,1,19,1,449.0,0.2,DB,2024-05-02 09:21:45.429200
107,2,13,2,269.99,0.1,DB,2024-05-02 09:21:45.429200
108,1,11,1,1680.99,0.1,DB,2024-05-02 09:21:45.429200
108,2,22,2,269.99,0.07,DB,2024-05-02 09:21:45.429200
108,3,16,2,599.99,0.05,DB,2024-05-02 09:21:45.429200
109,1,22,2,269.99,0.1,DB,2024-05-02 09:21:45.429200
109,2,6,1,469.99,0.07,DB,2024-05-02 09:21:45.429200
110,1,14,1,269.99,0.1,DB,2024-05-02 09:21:45.429200
111,1,14,1,269.99,0.1,DB,2024-05-02 09:21:45.429200
111,2,12,2,549.99,0.07,DB,2024-05-02 09:21:45.429200
112,1,23,2,299.99,0.2,DB,2024-05-02 09:21:45.429200
112,2,25,2,499.99,0.07,DB,2024-05-02 09:21:45.429200
112,3,24,2,549.99,0.05,DB,2024-05-02 09:21:45.429200
112,4,5,1,1320.99,0.2,DB,2024-05-02 09:21:45.429200
113,1,12,2,549.99,0.07,DB,2024-05-02 09:21:45.429200
113,2,24,2,549.99,0.1,DB,2024-05-02 09:21:45.429200
113,3,6,1,469.99,0.07,DB,2024-05-02 09:21:45.429200
113,4,23,1,299.99,0.2,DB,2024-05-02 09:21:45.429200
113,5,5,2,1320.99,0.2,DB,2024-05-02 09:21:45.429200
114,1,12,1,549.99,0.05,DB,2024-05-02 09:21:45.429200
114,2,2,1,749.99,0.07,DB,2024-05-02 09:21:45.429200
114,3,13,2,269.99,0.1,DB,2024-05-02 09:21:45.429200
115,1,22,1,269.99,0.2,DB,2024-05-02 09:21:45.429200
115,2,19,1,449.0,0.1,DB,2024-05-02 09:21:45.429200
116,1,26,1,599.99,0.05,DB,2024-05-02 09:21:45.429200
117,1,22,2,269.99,0.2,DB,2024-05-02 09:21:45.429200
117,2,26,1,599.99,0.05,DB,2024-05-02 09:21:45.429200
117,3,14,1,269.99,0.2,DB,2024-05-02 09:21:45.429200
117,4,19,1,449.0,0.05,DB,2024-05-02 09:21:45.429200
118,1,18,1,449.0,0.07,DB,2024-05-02 09:21:45.429200
118,2,4,1,2899.99,0.07,DB,2024-05-02 09:21:45.429200
118,3,6,1,469.99,0.07,DB,2024-05-02 09:21:45.429200
118,4,3,2,999.99,0.1,DB,2024-05-02 09:21:45.429200
118,5,23,2,299.99,0.07,DB,2024-05-02 09:21:45.429200
119,1,25,1,499.99,0.05,DB,2024-05-02 09:21:45.429200
120,1,13,2,269.99,0.05,DB,2024-05-02 09:21:45.429200
120,2,6,2,469.99,0.05,DB,2024-05-02 09:21:45.429200
120,3,10,2,1549.0,0.05,DB,2024-05-02 09:21:45.429200
120,4,17,1,429.0,0.05,DB,2024-05-02 09:21:45.429200
120,5,16,2,599.99,0.2,DB,2024-05-02 09:21:45.429200
121,1,5,1,1320.99,0.2,DB,2024-05-02 09:21:45.429200
121,2,14,2,269.99,0.1,DB,2024-05-02 09:21:45.429200
121,3,4,2,2899.99,0.1,DB,2024-05-02 09:21:45.429200
121,4,24,2,549.99,0.07,DB,2024-05-02 09:21:45.429200
121,5,2,2,749.99,0.05,DB,2024-05-02 09:21:45.429200
122,1,16,1,599.99,0.1,DB,2024-05-02 09:21:45.429200
123,1,12,2,549.99,0.1,DB,2024-05-02 09:21:45.429200
124,1,16,1,599.99,0.05,DB,2024-05-02 09:21:45.429200
124,2,4,1,2899.99,0.07,DB,2024-05-02 09:21:45.429200
124,3,7,2,3999.99,0.05,DB,2024-05-02 09:21:45.429200
125,1,17,1,429.0,0.1,DB,2024-05-02 09:21:45.429200
126,1,9,2,2999.99,0.05,DB,2024-05-02 09:21:45.429200
127,1,17,1,429.0,0.07,DB,2024-05-02 09:21:45.429200
127,2,20,1,599.99,0.1,DB,2024-05-02 09:21:45.429200
127,3,4,2,2899.99,0.07,DB,2024-05-02 09:21:45.429200
128,1,24,2,549.99,0.1,DB,2024-05-02 09:21:45.429200
128,2,16,2,599.99,0.1,DB,2024-05-02 09:21:45.429200
128,3,4,2,2899.99,0.2,DB,2024-05-02 09:21:45.429200
128,4,3,2,999.99,0.2,DB,2024-05-02 09:21:45.429200
129,1,18,1,449.0,0.1,DB,2024-05-02 09:21:45.429200
129,2,9,1,2999.99,0.1,DB,2024-05-02 09:21:45.429200
130,1,26,1,599.99,0.05,DB,2024-05-02 09:21:45.429200
130,2,5,2,1320.99,0.07,DB,2024-05-02 09:21:45.429200
131,1,22,2,269.99,0.2,DB,2024-05-02 09:21:45.429200
131,2,4,2,2899.99,0.07,DB,2024-05-02 09:21:45.429200
131,3,24,2,549.99,0.1,DB,2024-05-02 09:21:45.429200
132,1,2,2,749.99,0.05,DB,2024-05-02 09:21:45.429200
132,2,20,1,599.99,0.05,DB,2024-05-02 09:21:45.429200
132,3,9,1,2999.99,0.1,DB,2024-05-02 09:21:45.429200
133,1,13,2,269.99,0.05,DB,2024-05-02 09:21:45.429200
133,2,22,1,269.99,0.2,DB,2024-05-02 09:21:45.429200
134,1,19,2,449.0,0.1,DB,2024-05-02 09:21:45.429200
134,2,2,2,749.99,0.07,DB,2024-05-02 09:21:45.429200
134,3,18,2,449.0,0.07,DB,2024-05-02 09:21:45.429200
135,1,5,2,1320.99,0.05,DB,2024-05-02 09:21:45.429200
135,2,18,2,449.0,0.05,DB,2024-05-02 09:21:45.429200
135,3,25,1,499.99,0.2,DB,2024-05-02 09:21:45.429200
135,4,2,1,749.99,0.05,DB,2024-05-02 09:21:45.429200
136,1,7,2,3999.99,0.2,DB,2024-05-02 09:21:45.429200
136,2,3,2,999.99,0.05,DB,2024-05-02 09:21:45.429200
