order_id,item_id,product_id,quantity,list_price,discount,source,timestamp_saved,rates.EGP,list_price_egp
19,1,10,1,1549.0,0.07,DB,2024-05-02 09:21:45.429200,47.851708,74122.295692
19,2,9,2,2999.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,143554.64548292
20,1,9,1,2999.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,143554.64548292
20,2,10,2,1549.0,0.07,DB,2024-05-02 09:21:45.429200,47.851708,74122.295692
21,1,14,1,269.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
21,2,17,1,429.0,0.1,DB,2024-05-02 09:21:45.429200,47.851708,20528.382732000002
21,3,10,1,1549.0,0.07,DB,2024-05-02 09:21:45.429200,47.851708,74122.295692
22,1,15,2,529.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,25360.92672292
22,2,22,1,269.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
23,1,4,2,2899.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,138769.47468292
23,2,23,2,299.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,14355.03388292
23,3,13,1,269.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
24,1,3,2,999.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,47851.229482920004
24,2,18,2,449.0,0.07,DB,2024-05-02 09:21:45.429200,47.851708,21485.416892
25,1,23,2,299.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,14355.03388292
25,2,10,2,1549.0,0.2,DB,2024-05-02 09:21:45.429200,47.851708,74122.295692
25,3,22,1,269.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
25,4,14,1,269.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
25,5,21,1,269.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
26,1,7,1,3999.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,191406.35348292
26,2,2,1,749.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,35888.30248292
26,3,12,1,549.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,26317.96088292
26,4,21,2,269.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
27,1,5,1,1320.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,63211.62775092
27,2,19,1,449.0,0.2,DB,2024-05-02 09:21:45.429200,47.851708,21485.416892
27,3,26,2,599.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,28710.54628292
27,4,8,1,1799.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,86132.59588292001
28,1,5,1,1320.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,63211.62775092
28,2,7,2,3999.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,191406.35348292
28,3,14,2,269.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
28,4,6,1,469.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,22489.82424292
29,1,24,2,549.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,26317.96088292
29,2,6,1,469.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,22489.82424292
29,3,21,2,269.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
29,4,8,1,1799.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,86132.59588292001
29,5,14,2,269.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
30,1,26,1,599.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,28710.54628292
30,2,17,1,429.0,0.07,DB,2024-05-02 09:21:45.429200,47.851708,20528.382732000002
30,3,19,1,449.0,0.1,DB,2024-05-02 09:21:45.429200,47.851708,21485.416892
30,4,4,1,2899.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,138769.47468292
30,5,7,2,3999.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,191406.35348292
31,1,11,2,1680.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,80438.24263092001
31,2,9,2,2999.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,143554.64548292
32,1,8,2,1799.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,86132.59588292001
32,2,12,2,549.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,26317.96088292
32,3,25,2,499.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,23925.37548292
33,1,23,2,299.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,14355.03388292
33,2,7,1,3999.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,191406.35348292
34,1,8,2,1799.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,86132.59588292001
34,2,10,2,1549.0,0.1,DB,2024-05-02 09:21:45.429200,47.851708,74122.295692
34,3,17,2,429.0,0.2,DB,2024-05-02 09:21:45.429200,47.851708,20528.382732000002
35,1,18,1,449.0,0.05,DB,2024-05-02 09:21:45.429200,47.851708,21485.416892
35,2,20,2,599.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,28710.54628292
35,3,5,1,1320.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,63211.62775092
35,4,21,2,269.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
35,5,22,1,269.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
36,1,9,1,2999.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,143554.64548292
36,2,5,1,1320.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,63211.62775092
36,3,3,2,999.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,47851.229482920004
37,1,16,2,599.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,28710.54628292
38,1,7,2,3999.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,191406.35348292
38,2,23,1,299.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,14355.03388292
38,3,25,1,499.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,23925.37548292
38,4,10,2,1549.0,0.1,DB,2024-05-02 09:21:45.429200,47.851708,74122.295692
38,5,24,1,549.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,26317.96088292
39,1,22,2,269.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
39,2,16,2,599.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,28710.54628292
39,3,3,2,999.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,47851.229482920004
39,4,15,1,529.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,25360.92672292
40,1,17,1,429.0,0.2,DB,2024-05-02 09:21:45.429200,47.851708,20528.382732000002
40,2,8,2,1799.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,86132.59588292001
41,1,5,1,1320.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,63211.62775092
41,2,19,2,449.0,0.2,DB,2024-05-02 09:21:45.429200,47.851708,21485.416892
41,3,26,2,599.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,28710.54628292
42,1,19,1,449.0,0.05,DB,2024-05-02 09:21:45.429200,47.851708,21485.416892
43,1,13,2,269.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
43,2,12,2,549.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,26317.96088292
44,1,7,1,3999.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,191406.35348292
44,2,16,1,599.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,28710.54628292
45,1,4,2,2899.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,138769.47468292
45,2,22,1,269.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
45,3,21,2,269.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
46,1,17,1,429.0,0.1,DB,2024-05-02 09:21:45.429200,47.851708,20528.382732000002
47,1,6,1,469.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,22489.82424292
47,2,15,1,529.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,25360.92672292
47,3,25,2,499.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,23925.37548292
47,4,13,1,269.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
48,1,11,1,1680.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,80438.24263092001
48,2,4,1,2899.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,138769.47468292
48,3,5,2,1320.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,63211.62775092
48,4,14,2,269.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
49,1,13,2,269.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
50,1,3,1,999.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,47851.229482920004
50,2,26,2,599.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,28710.54628292
50,3,13,2,269.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
51,1,13,1,269.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
51,2,20,1,599.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,28710.54628292
51,3,26,2,599.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,28710.54628292
52,1,25,1,499.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,23925.37548292
53,1,8,2,1799.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,86132.59588292001
53,2,23,2,299.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,14355.03388292
53,3,14,2,269.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
53,4,25,2,499.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,23925.37548292
54,1,26,2,599.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,28710.54628292
54,2,3,1,999.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,47851.229482920004
55,1,21,1,269.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
55,2,25,2,499.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,23925.37548292
55,3,15,2,529.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,25360.92672292
56,1,20,2,599.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,28710.54628292
57,1,23,2,299.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,14355.03388292
57,2,19,2,449.0,0.2,DB,2024-05-02 09:21:45.429200,47.851708,21485.416892
57,3,13,1,269.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
58,1,14,2,269.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
58,2,18,1,449.0,0.07,DB,2024-05-02 09:21:45.429200,47.851708,21485.416892
58,3,23,1,299.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,14355.03388292
59,1,21,1,269.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
59,2,2,1,749.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,35888.30248292
59,3,17,2,429.0,0.1,DB,2024-05-02 09:21:45.429200,47.851708,20528.382732000002
60,1,14,2,269.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
60,2,4,1,2899.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,138769.47468292
60,3,15,1,529.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,25360.92672292
60,4,22,1,269.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
61,1,25,1,499.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,23925.37548292
61,2,15,2,529.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,25360.92672292
61,3,5,2,1320.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,63211.62775092
62,1,14,1,269.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
62,2,8,2,1799.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,86132.59588292001
62,3,22,2,269.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
63,1,25,2,499.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,23925.37548292
63,2,19,2,449.0,0.05,DB,2024-05-02 09:21:45.429200,47.851708,21485.416892
63,3,3,1,999.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,47851.229482920004
64,1,25,2,499.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,23925.37548292
64,2,22,2,269.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
64,3,23,2,299.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,14355.03388292
64,4,24,2,549.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,26317.96088292
65,1,12,1,549.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,26317.96088292
66,1,2,1,749.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,35888.30248292
66,2,23,1,299.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,14355.03388292
66,3,12,1,549.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,26317.96088292
67,1,23,2,299.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,14355.03388292
67,2,12,2,549.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,26317.96088292
67,3,21,1,269.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
67,4,5,2,1320.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,63211.62775092
67,5,19,1,449.0,0.2,DB,2024-05-02 09:21:45.429200,47.851708,21485.416892
68,1,13,2,269.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
68,2,17,1,429.0,0.1,DB,2024-05-02 09:21:45.429200,47.851708,20528.382732000002
69,1,22,2,269.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
69,2,5,1,1320.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,63211.62775092
69,3,10,1,1549.0,0.05,DB,2024-05-02 09:21:45.429200,47.851708,74122.295692
70,1,3,2,999.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,47851.229482920004
70,2,18,1,449.0,0.2,DB,2024-05-02 09:21:45.429200,47.851708,21485.416892
70,3,20,1,599.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,28710.54628292
71,1,26,2,599.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,28710.54628292
71,2,24,1,549.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,26317.96088292
71,3,18,1,449.0,0.1,DB,2024-05-02 09:21:45.429200,47.851708,21485.416892
72,1,17,2,429.0,0.07,DB,2024-05-02 09:21:45.429200,47.851708,20528.382732000002
72,2,12,1,549.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,26317.96088292
72,3,13,2,269.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
73,1,22,1,269.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
73,2,26,2,599.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,28710.54628292
73,3,3,2,999.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,47851.229482920004
73,4,25,1,499.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,23925.37548292
73,5,23,2,299.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,14355.03388292
74,1,16,2,599.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,28710.54628292
74,2,6,1,469.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,22489.82424292
75,1,3,1,999.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,47851.229482920004
75,2,7,2,3999.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,191406.35348292
75,3,15,1,529.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,25360.92672292
76,1,12,1,549.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,26317.96088292
76,2,11,2,1680.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,80438.24263092001
76,3,5,1,1320.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,63211.62775092
77,1,20,1,599.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,28710.54628292
77,2,24,2,549.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,26317.96088292
77,3,26,1,599.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,28710.54628292
77,4,25,1,499.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,23925.37548292
78,1,17,1,429.0,0.07,DB,2024-05-02 09:21:45.429200,47.851708,20528.382732000002
78,2,19,1,449.0,0.2,DB,2024-05-02 09:21:45.429200,47.851708,21485.416892
78,3,18,2,449.0,0.1,DB,2024-05-02 09:21:45.429200,47.851708,21485.416892
78,4,14,2,269.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
79,1,9,2,2999.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,143554.64548292
79,2,17,2,429.0,0.05,DB,2024-05-02 09:21:45.429200,47.851708,20528.382732000002
79,3,6,1,469.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,22489.82424292
79,4,25,2,499.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,23925.37548292
80,1,26,1,599.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,28710.54628292
80,2,24,1,549.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,26317.96088292
80,3,17,1,429.0,0.2,DB,2024-05-02 09:21:45.429200,47.851708,20528.382732000002
81,1,10,2,1549.0,0.2,DB,2024-05-02 09:21:45.429200,47.851708,74122.295692
81,2,23,2,299.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,14355.03388292
81,3,25,2,499.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,23925.37548292
82,1,25,2,499.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,23925.37548292
82,2,11,2,1680.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,80438.24263092001
83,1,20,1,599.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,28710.54628292
83,2,3,2,999.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,47851.229482920004
84,1,23,2,299.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,14355.03388292
84,2,15,2,529.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,25360.92672292
85,1,4,2,2899.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,138769.47468292
85,2,18,1,449.0,0.07,DB,2024-05-02 09:21:45.429200,47.851708,21485.416892
86,1,9,2,2999.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,143554.64548292
86,2,23,2,299.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,14355.03388292
86,3,21,2,269.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
86,4,15,1,529.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,25360.92672292
87,1,20,2,599.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,28710.54628292
87,2,23,2,299.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,14355.03388292
88,1,10,1,1549.0,0.07,DB,2024-05-02 09:21:45.429200,47.851708,74122.295692
88,2,8,2,1799.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,86132.59588292001
88,3,7,1,3999.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,191406.35348292
89,1,5,1,1320.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,63211.62775092
89,2,6,2,469.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,22489.82424292
90,1,3,1,999.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,47851.229482920004
90,2,6,1,469.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,22489.82424292
91,1,11,1,1680.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,80438.24263092001
91,2,25,1,499.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,23925.37548292
91,3,15,2,529.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,25360.92672292
91,4,13,2,269.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
92,1,8,1,1799.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,86132.59588292001
93,1,22,2,269.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
93,2,17,1,429.0,0.05,DB,2024-05-02 09:21:45.429200,47.851708,20528.382732000002
93,3,21,1,269.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
93,4,2,1,749.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,35888.30248292
93,5,10,2,1549.0,0.07,DB,2024-05-02 09:21:45.429200,47.851708,74122.295692
94,1,12,1,549.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,26317.96088292
94,2,4,1,2899.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,138769.47468292
94,3,11,1,1680.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,80438.24263092001
94,4,21,2,269.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
95,1,10,2,1549.0,0.2,DB,2024-05-02 09:21:45.429200,47.851708,74122.295692
95,2,19,1,449.0,0.1,DB,2024-05-02 09:21:45.429200,47.851708,21485.416892
95,3,8,2,1799.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,86132.59588292001
95,4,20,2,599.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,28710.54628292
96,1,26,1,599.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,28710.54628292
96,2,23,1,299.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,14355.03388292
97,1,20,2,599.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,28710.54628292
97,2,2,1,749.99,0.07,DB,2024-05-02 09:21:45.429200,47.851708,35888.30248292
97,3,6,2,469.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,22489.82424292
97,4,19,1,449.0,0.1,DB,2024-05-02 09:21:45.429200,47.851708,21485.416892
98,1,19,1,449.0,0.07,DB,2024-05-02 09:21:45.429200,47.851708,21485.416892
98,2,21,1,269.99,0.1,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
98,3,2,1,749.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,35888.30248292
98,4,22,2,269.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
99,1,13,1,269.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
99,2,21,1,269.99,0.2,DB,2024-05-02 09:21:45.429200,47.851708,12919.48264292
99,3,25,2,499.99,0.05,DB,2024-05-02 09:21:45.429200,47.851708,23925.37548292
