order_id,customer_id,order_date,required_date,shipped_date,store_id,staff_id,late_delivery,latency_days,weekend,item_id,product_id,quantity,discount,rates.EGP,list_price_egp,product_name,brand_id,category_id,model_year,order_status
5,1324,2016-01-03,2016-01-06,2016-01-06,2,6,False,0 days,False,3,26,1,0.07,47.851708,28710.54628292,Electra Townie Original 7D EQ - 2016,1,2,2016,Completed
13,873,2016-01-08,2016-01-11,2016-01-11,2,6,False,0 days,True,1,13,1,0.1,47.851708,12919.48264292,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,Completed
13,873,2016-01-08,2016-01-11,2016-01-11,2,6,False,0 days,True,2,17,2,0.05,47.851708,20528.382732,Pure Cycles Vine 8-Speed - 2016,4,3,2016,Completed
13,873,2016-01-08,2016-01-11,2016-01-11,2,6,False,0 days,True,3,20,2,0.1,47.851708,28710.54628292,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,Completed
13,873,2016-01-08,2016-01-11,2016-01-11,2,6,False,0 days,True,4,16,2,0.05,47.851708,28710.54628292,Electra Townie Original 7D EQ - 2016,1,3,2016,Completed
14,258,2016-01-09,2016-01-11,2016-01-12,1,3,True,1 days,False,1,6,1,0.07,47.851708,22489.82424292,Surly Ice Cream Truck Frameset - 2016,8,6,2016,Completed
15,450,2016-01-09,2016-01-10,2016-01-12,2,7,True,2 days,False,1,12,2,0.07,47.851708,26317.96088292,Electra Townie Original 21D - 2016,1,3,2016,Completed
15,450,2016-01-09,2016-01-10,2016-01-12,2,7,True,2 days,False,2,8,1,0.07,47.851708,86132.59588292001,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,Completed
15,450,2016-01-09,2016-01-10,2016-01-12,2,7,True,2 days,False,3,18,2,0.05,47.851708,21485.416892,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,3,2016,Completed
15,450,2016-01-09,2016-01-10,2016-01-12,2,7,True,2 days,False,4,23,2,0.2,47.851708,14355.03388292,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,2016,Completed
16,552,2016-01-12,2016-01-15,2016-01-15,1,3,False,0 days,False,1,8,1,0.2,47.851708,86132.59588292001,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,Completed
16,552,2016-01-12,2016-01-15,2016-01-15,1,3,False,0 days,False,2,21,1,0.05,47.851708,12919.48264292,Electra Cruiser 1 (24-Inch) - 2016,1,1,2016,Completed
16,552,2016-01-12,2016-01-15,2016-01-15,1,3,False,0 days,False,3,13,2,0.07,47.851708,12919.48264292,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,Completed
16,552,2016-01-12,2016-01-15,2016-01-15,1,3,False,0 days,False,4,14,1,0.07,47.851708,12919.48264292,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,Completed
17,1175,2016-01-12,2016-01-14,2016-01-14,1,3,False,0 days,False,1,8,1,0.07,47.851708,86132.59588292001,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,Completed
17,1175,2016-01-12,2016-01-14,2016-01-14,1,3,False,0 days,False,2,23,1,0.1,47.851708,14355.03388292,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,2016,Completed
17,1175,2016-01-12,2016-01-14,2016-01-14,1,3,False,0 days,False,3,5,1,0.1,47.851708,63211.62775092,Heller Shagamaw Frame - 2016,3,6,2016,Completed
17,1175,2016-01-12,2016-01-14,2016-01-14,1,3,False,0 days,False,4,20,2,0.2,47.851708,28710.54628292,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,Completed
18,541,2016-01-14,2016-01-17,2016-01-15,1,3,False,0 days,False,1,2,2,0.2,47.851708,35888.30248292,Ritchey Timberwolf Frameset - 2016,5,6,2016,Completed
18,541,2016-01-14,2016-01-17,2016-01-15,1,3,False,0 days,False,2,22,1,0.05,47.851708,12919.48264292,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,2016,Completed
18,541,2016-01-14,2016-01-17,2016-01-15,1,3,False,0 days,False,3,7,1,0.1,47.851708,191406.35348292,Trek Slash 8 27.5 - 2016,9,6,2016,Completed
18,541,2016-01-14,2016-01-17,2016-01-15,1,3,False,0 days,False,4,25,2,0.05,47.851708,23925.37548292,Electra Townie Original 7D - 2015/2016,1,2,2016,Completed
18,541,2016-01-14,2016-01-17,2016-01-15,1,3,False,0 days,False,5,9,2,0.1,47.851708,143554.64548292,Trek Conduit+ - 2016,9,5,2016,Completed
19,696,2016-01-14,2016-01-17,2016-01-16,1,2,False,0 days,False,1,10,1,0.07,47.851708,74122.295692,Surly Straggler - 2016,8,4,2016,Completed
19,696,2016-01-14,2016-01-17,2016-01-16,1,2,False,0 days,False,2,9,2,0.2,47.851708,143554.64548292,Trek Conduit+ - 2016,9,5,2016,Completed
20,923,2016-01-14,2016-01-16,2016-01-17,1,2,True,1 days,True,1,9,1,0.07,47.851708,143554.64548292,Trek Conduit+ - 2016,9,5,2016,Completed
20,923,2016-01-14,2016-01-16,2016-01-17,1,2,True,1 days,True,2,10,2,0.07,47.851708,74122.295692,Surly Straggler - 2016,8,4,2016,Completed
21,1250,2016-01-15,2016-01-16,2016-01-18,2,6,True,2 days,True,1,14,1,0.05,47.851708,12919.48264292,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,Completed
21,1250,2016-01-15,2016-01-16,2016-01-18,2,6,True,2 days,True,2,17,1,0.1,47.851708,20528.382732,Pure Cycles Vine 8-Speed - 2016,4,3,2016,Completed
21,1250,2016-01-15,2016-01-16,2016-01-18,2,6,True,2 days,True,3,10,1,0.07,47.851708,74122.295692,Surly Straggler - 2016,8,4,2016,Completed
22,1035,2016-01-16,2016-01-18,2016-01-17,1,2,False,0 days,True,1,15,2,0.2,47.851708,25360.92672292,Electra Moto 1 - 2016,1,3,2016,Completed
22,1035,2016-01-16,2016-01-18,2016-01-17,1,2,False,0 days,True,2,22,1,0.05,47.851708,12919.48264292,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,2016,Completed
23,1149,2016-01-16,2016-01-19,2016-01-19,1,2,False,0 days,False,1,4,2,0.05,47.851708,138769.47468292,Trek Fuel EX 8 29 - 2016,9,6,2016,Completed
23,1149,2016-01-16,2016-01-19,2016-01-19,1,2,False,0 days,False,2,23,2,0.1,47.851708,14355.03388292,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,2016,Completed
23,1149,2016-01-16,2016-01-19,2016-01-19,1,2,False,0 days,False,3,13,1,0.2,47.851708,12919.48264292,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,Completed
24,636,2016-01-18,2016-01-20,2016-01-19,2,7,False,0 days,False,1,3,2,0.1,47.851708,47851.22948292,Surly Wednesday Frameset - 2016,8,6,2016,Completed
24,636,2016-01-18,2016-01-20,2016-01-19,2,7,False,0 days,False,2,18,2,0.07,47.851708,21485.416892,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,3,2016,Completed
25,657,2016-01-18,2016-01-21,2016-01-21,2,6,False,0 days,False,1,23,2,0.2,47.851708,14355.03388292,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,2016,Completed
25,657,2016-01-18,2016-01-21,2016-01-21,2,6,False,0 days,False,2,10,2,0.2,47.851708,74122.295692,Surly Straggler - 2016,8,4,2016,Completed
25,657,2016-01-18,2016-01-21,2016-01-21,2,6,False,0 days,False,3,22,1,0.2,47.851708,12919.48264292,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,2016,Completed
25,657,2016-01-18,2016-01-21,2016-01-21,2,6,False,0 days,False,4,14,1,0.2,47.851708,12919.48264292,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,Completed
25,657,2016-01-18,2016-01-21,2016-01-21,2,6,False,0 days,False,5,21,1,0.1,47.851708,12919.48264292,Electra Cruiser 1 (24-Inch) - 2016,1,1,2016,Completed
26,1280,2016-01-18,2016-01-21,2016-01-19,2,7,False,0 days,False,1,7,1,0.05,47.851708,191406.35348292,Trek Slash 8 27.5 - 2016,9,6,2016,Completed
26,1280,2016-01-18,2016-01-21,2016-01-19,2,7,False,0 days,False,2,2,1,0.2,47.851708,35888.30248292,Ritchey Timberwolf Frameset - 2016,5,6,2016,Completed
26,1280,2016-01-18,2016-01-21,2016-01-19,2,7,False,0 days,False,3,12,1,0.2,47.851708,26317.96088292,Electra Townie Original 21D - 2016,1,3,2016,Completed
26,1280,2016-01-18,2016-01-21,2016-01-19,2,7,False,0 days,False,4,21,2,0.07,47.851708,12919.48264292,Electra Cruiser 1 (24-Inch) - 2016,1,1,2016,Completed
27,57,2016-01-19,2016-01-21,2016-01-20,2,7,False,0 days,False,1,5,1,0.2,47.851708,63211.62775092,Heller Shagamaw Frame - 2016,3,6,2016,Completed
27,57,2016-01-19,2016-01-21,2016-01-20,2,7,False,0 days,False,2,19,1,0.2,47.851708,21485.416892,Pure Cycles William 3-Speed - 2016,4,3,2016,Completed
27,57,2016-01-19,2016-01-21,2016-01-20,2,7,False,0 days,False,3,26,2,0.07,47.851708,28710.54628292,Electra Townie Original 7D EQ - 2016,1,2,2016,Completed
27,57,2016-01-19,2016-01-21,2016-01-20,2,7,False,0 days,False,4,8,1,0.07,47.851708,86132.59588292001,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,Completed
28,252,2016-01-19,2016-01-20,2016-01-21,2,6,True,1 days,False,1,5,1,0.05,47.851708,63211.62775092,Heller Shagamaw Frame - 2016,3,6,2016,Completed
28,252,2016-01-19,2016-01-20,2016-01-21,2,6,True,1 days,False,2,7,2,0.2,47.851708,191406.35348292,Trek Slash 8 27.5 - 2016,9,6,2016,Completed
28,252,2016-01-19,2016-01-20,2016-01-21,2,6,True,1 days,False,3,14,2,0.1,47.851708,12919.48264292,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,Completed
28,252,2016-01-19,2016-01-20,2016-01-21,2,6,True,1 days,False,4,6,1,0.05,47.851708,22489.82424292,Surly Ice Cream Truck Frameset - 2016,8,6,2016,Completed
29,437,2016-01-20,2016-01-22,2016-01-21,2,6,False,0 days,False,1,24,2,0.05,47.851708,26317.96088292,Electra Townie Original 21D - 2016,1,2,2016,Completed
29,437,2016-01-20,2016-01-22,2016-01-21,2,6,False,0 days,False,2,6,1,0.2,47.851708,22489.82424292,Surly Ice Cream Truck Frameset - 2016,8,6,2016,Completed
29,437,2016-01-20,2016-01-22,2016-01-21,2,6,False,0 days,False,3,21,2,0.1,47.851708,12919.48264292,Electra Cruiser 1 (24-Inch) - 2016,1,1,2016,Completed
29,437,2016-01-20,2016-01-22,2016-01-21,2,6,False,0 days,False,4,8,1,0.2,47.851708,86132.59588292001,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,Completed
29,437,2016-01-20,2016-01-22,2016-01-21,2,6,False,0 days,False,5,14,2,0.05,47.851708,12919.48264292,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,Completed
30,1348,2016-01-20,2016-01-21,2016-01-21,2,6,False,0 days,False,1,26,1,0.05,47.851708,28710.54628292,Electra Townie Original 7D EQ - 2016,1,2,2016,Completed
30,1348,2016-01-20,2016-01-21,2016-01-21,2,6,False,0 days,False,2,17,1,0.07,47.851708,20528.382732,Pure Cycles Vine 8-Speed - 2016,4,3,2016,Completed
30,1348,2016-01-20,2016-01-21,2016-01-21,2,6,False,0 days,False,3,19,1,0.1,47.851708,21485.416892,Pure Cycles William 3-Speed - 2016,4,3,2016,Completed
30,1348,2016-01-20,2016-01-21,2016-01-21,2,6,False,0 days,False,4,4,1,0.1,47.851708,138769.47468292,Trek Fuel EX 8 29 - 2016,9,6,2016,Completed
30,1348,2016-01-20,2016-01-21,2016-01-21,2,6,False,0 days,False,5,7,2,0.1,47.851708,191406.35348292,Trek Slash 8 27.5 - 2016,9,6,2016,Completed
31,1238,2016-01-20,2016-01-22,2016-01-22,3,8,False,0 days,False,1,11,2,0.05,47.851708,80438.24263092001,Surly Straggler 650b - 2016,8,4,2016,Completed
31,1238,2016-01-20,2016-01-22,2016-01-22,3,8,False,0 days,False,2,9,2,0.2,47.851708,143554.64548292,Trek Conduit+ - 2016,9,5,2016,Completed
32,1259,2016-01-21,2016-01-24,2016-01-22,1,3,False,0 days,False,1,8,2,0.07,47.851708,86132.59588292001,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,Completed
32,1259,2016-01-21,2016-01-24,2016-01-22,1,3,False,0 days,False,2,12,2,0.07,47.851708,26317.96088292,Electra Townie Original 21D - 2016,1,3,2016,Completed
32,1259,2016-01-21,2016-01-24,2016-01-22,1,3,False,0 days,False,3,25,2,0.1,47.851708,23925.37548292,Electra Townie Original 7D - 2015/2016,1,2,2016,Completed
33,236,2016-01-21,2016-01-22,2016-01-22,2,6,False,0 days,False,1,23,2,0.07,47.851708,14355.03388292,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,2016,Completed
33,236,2016-01-21,2016-01-22,2016-01-22,2,6,False,0 days,False,2,7,1,0.1,47.851708,191406.35348292,Trek Slash 8 27.5 - 2016,9,6,2016,Completed
34,80,2016-01-22,2016-01-25,2016-01-23,2,6,False,0 days,False,1,8,2,0.07,47.851708,86132.59588292001,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,Completed
34,80,2016-01-22,2016-01-25,2016-01-23,2,6,False,0 days,False,2,10,2,0.1,47.851708,74122.295692,Surly Straggler - 2016,8,4,2016,Completed
34,80,2016-01-22,2016-01-25,2016-01-23,2,6,False,0 days,False,3,17,2,0.2,47.851708,20528.382732,Pure Cycles Vine 8-Speed - 2016,4,3,2016,Completed
35,813,2016-01-22,2016-01-25,2016-01-24,2,7,False,0 days,True,1,18,1,0.05,47.851708,21485.416892,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,3,2016,Completed
35,813,2016-01-22,2016-01-25,2016-01-24,2,7,False,0 days,True,2,20,2,0.05,47.851708,28710.54628292,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,Completed
35,813,2016-01-22,2016-01-25,2016-01-24,2,7,False,0 days,True,3,5,1,0.2,47.851708,63211.62775092,Heller Shagamaw Frame - 2016,3,6,2016,Completed
35,813,2016-01-22,2016-01-25,2016-01-24,2,7,False,0 days,True,4,21,2,0.07,47.851708,12919.48264292,Electra Cruiser 1 (24-Inch) - 2016,1,1,2016,Completed
35,813,2016-01-22,2016-01-25,2016-01-24,2,7,False,0 days,True,5,22,1,0.07,47.851708,12919.48264292,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,2016,Completed
36,1321,2016-01-23,2016-01-24,2016-01-24,2,6,False,0 days,True,1,9,1,0.07,47.851708,143554.64548292,Trek Conduit+ - 2016,9,5,2016,Completed
36,1321,2016-01-23,2016-01-24,2016-01-24,2,6,False,0 days,True,2,5,1,0.05,47.851708,63211.62775092,Heller Shagamaw Frame - 2016,3,6,2016,Completed
36,1321,2016-01-23,2016-01-24,2016-01-24,2,6,False,0 days,True,3,3,2,0.2,47.851708,47851.22948292,Surly Wednesday Frameset - 2016,8,6,2016,Completed
37,164,2016-01-25,2016-01-28,2016-01-26,2,6,False,0 days,False,1,16,2,0.05,47.851708,28710.54628292,Electra Townie Original 7D EQ - 2016,1,3,2016,Completed
38,583,2016-01-25,2016-01-27,2016-01-26,2,7,False,0 days,False,1,7,2,0.05,47.851708,191406.35348292,Trek Slash 8 27.5 - 2016,9,6,2016,Completed
38,583,2016-01-25,2016-01-27,2016-01-26,2,7,False,0 days,False,2,23,1,0.07,47.851708,14355.03388292,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,2016,Completed
38,583,2016-01-25,2016-01-27,2016-01-26,2,7,False,0 days,False,3,25,1,0.2,47.851708,23925.37548292,Electra Townie Original 7D - 2015/2016,1,2,2016,Completed
38,583,2016-01-25,2016-01-27,2016-01-26,2,7,False,0 days,False,4,10,2,0.1,47.851708,74122.295692,Surly Straggler - 2016,8,4,2016,Completed
38,583,2016-01-25,2016-01-27,2016-01-26,2,7,False,0 days,False,5,24,1,0.07,47.851708,26317.96088292,Electra Townie Original 21D - 2016,1,2,2016,Completed
39,1296,2016-01-25,2016-01-26,2016-01-26,2,7,False,0 days,False,1,22,2,0.2,47.851708,12919.48264292,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,2016,Completed
39,1296,2016-01-25,2016-01-26,2016-01-26,2,7,False,0 days,False,2,16,2,0.2,47.851708,28710.54628292,Electra Townie Original 7D EQ - 2016,1,3,2016,Completed
39,1296,2016-01-25,2016-01-26,2016-01-26,2,7,False,0 days,False,3,3,2,0.05,47.851708,47851.22948292,Surly Wednesday Frameset - 2016,8,6,2016,Completed
39,1296,2016-01-25,2016-01-26,2016-01-26,2,7,False,0 days,False,4,15,1,0.1,47.851708,25360.92672292,Electra Moto 1 - 2016,1,3,2016,Completed
40,348,2016-01-27,2016-01-28,2016-01-29,1,3,True,1 days,False,1,17,1,0.2,47.851708,20528.382732,Pure Cycles Vine 8-Speed - 2016,4,3,2016,Completed
40,348,2016-01-27,2016-01-28,2016-01-29,1,3,True,1 days,False,2,8,2,0.2,47.851708,86132.59588292001,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,Completed
41,979,2016-01-27,2016-01-30,2016-01-29,2,6,False,0 days,False,1,5,1,0.1,47.851708,63211.62775092,Heller Shagamaw Frame - 2016,3,6,2016,Completed
41,979,2016-01-27,2016-01-30,2016-01-29,2,6,False,0 days,False,2,19,2,0.2,47.851708,21485.416892,Pure Cycles William 3-Speed - 2016,4,3,2016,Completed
41,979,2016-01-27,2016-01-30,2016-01-29,2,6,False,0 days,False,3,26,2,0.2,47.851708,28710.54628292,Electra Townie Original 7D EQ - 2016,1,2,2016,Completed
42,1095,2016-01-27,2016-01-28,2016-01-30,2,7,True,2 days,False,1,19,1,0.05,47.851708,21485.416892,Pure Cycles William 3-Speed - 2016,4,3,2016,Completed
43,1434,2016-01-27,2016-01-28,2016-01-30,2,7,True,2 days,False,1,13,2,0.1,47.851708,12919.48264292,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,Completed
43,1434,2016-01-27,2016-01-28,2016-01-30,2,7,True,2 days,False,2,12,2,0.05,47.851708,26317.96088292,Electra Townie Original 21D - 2016,1,3,2016,Completed
44,861,2016-01-28,2016-01-31,2016-01-30,2,7,False,0 days,False,1,7,1,0.1,47.851708,191406.35348292,Trek Slash 8 27.5 - 2016,9,6,2016,Completed
44,861,2016-01-28,2016-01-31,2016-01-30,2,7,False,0 days,False,2,16,1,0.05,47.851708,28710.54628292,Electra Townie Original 7D EQ - 2016,1,3,2016,Completed
45,1220,2016-01-28,2016-01-31,2016-01-31,2,7,False,0 days,True,1,4,2,0.2,47.851708,138769.47468292,Trek Fuel EX 8 29 - 2016,9,6,2016,Completed
45,1220,2016-01-28,2016-01-31,2016-01-31,2,7,False,0 days,True,2,22,1,0.07,47.851708,12919.48264292,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,2016,Completed
45,1220,2016-01-28,2016-01-31,2016-01-31,2,7,False,0 days,True,3,21,2,0.05,47.851708,12919.48264292,Electra Cruiser 1 (24-Inch) - 2016,1,1,2016,Completed
46,746,2016-01-29,2016-01-31,2016-01-31,2,7,False,0 days,True,1,17,1,0.1,47.851708,20528.382732,Pure Cycles Vine 8-Speed - 2016,4,3,2016,Completed
47,1234,2016-01-29,2016-01-30,2016-01-31,2,7,True,1 days,True,1,6,1,0.05,47.851708,22489.82424292,Surly Ice Cream Truck Frameset - 2016,8,6,2016,Completed
47,1234,2016-01-29,2016-01-30,2016-01-31,2,7,True,1 days,True,2,15,1,0.1,47.851708,25360.92672292,Electra Moto 1 - 2016,1,3,2016,Completed
47,1234,2016-01-29,2016-01-30,2016-01-31,2,7,True,1 days,True,3,25,2,0.07,47.851708,23925.37548292,Electra Townie Original 7D - 2015/2016,1,2,2016,Completed
47,1234,2016-01-29,2016-01-30,2016-01-31,2,7,True,1 days,True,4,13,1,0.2,47.851708,12919.48264292,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,Completed
48,1012,2016-01-30,2016-02-01,2016-02-02,2,7,True,1 days,False,1,11,1,0.1,47.851708,80438.24263092001,Surly Straggler 650b - 2016,8,4,2016,Completed
48,1012,2016-01-30,2016-02-01,2016-02-02,2,7,True,1 days,False,2,4,1,0.2,47.851708,138769.47468292,Trek Fuel EX 8 29 - 2016,9,6,2016,Completed
48,1012,2016-01-30,2016-02-01,2016-02-02,2,7,True,1 days,False,3,5,2,0.1,47.851708,63211.62775092,Heller Shagamaw Frame - 2016,3,6,2016,Completed
48,1012,2016-01-30,2016-02-01,2016-02-02,2,7,True,1 days,False,4,14,2,0.07,47.851708,12919.48264292,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,Completed
49,608,2016-01-31,2016-02-01,2016-02-02,2,6,True,1 days,False,1,13,2,0.07,47.851708,12919.48264292,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,Completed
50,872,2016-01-31,2016-02-03,2016-02-02,3,8,False,0 days,False,1,3,1,0.05,47.851708,47851.22948292,Surly Wednesday Frameset - 2016,8,6,2016,Completed
50,872,2016-01-31,2016-02-03,2016-02-02,3,8,False,0 days,False,2,26,2,0.07,47.851708,28710.54628292,Electra Townie Original 7D EQ - 2016,1,2,2016,Completed
50,872,2016-01-31,2016-02-03,2016-02-02,3,8,False,0 days,False,3,13,2,0.2,47.851708,12919.48264292,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,Completed
51,1047,2016-02-01,2016-02-02,2016-02-03,2,7,True,1 days,False,1,13,1,0.05,47.851708,12919.48264292,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,Completed
51,1047,2016-02-01,2016-02-02,2016-02-03,2,7,True,1 days,False,2,20,1,0.05,47.851708,28710.54628292,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,Completed
51,1047,2016-02-01,2016-02-02,2016-02-03,2,7,True,1 days,False,3,26,2,0.2,47.851708,28710.54628292,Electra Townie Original 7D EQ - 2016,1,2,2016,Completed
52,767,2016-02-03,2016-02-04,2016-02-05,1,2,True,1 days,False,1,25,1,0.07,47.851708,23925.37548292,Electra Townie Original 7D - 2015/2016,1,2,2016,Completed
53,965,2016-02-03,2016-02-04,2016-02-05,2,6,True,1 days,False,1,8,2,0.2,47.851708,86132.59588292001,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,Completed
53,965,2016-02-03,2016-02-04,2016-02-05,2,6,True,1 days,False,2,23,2,0.05,47.851708,14355.03388292,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,2016,Completed
53,965,2016-02-03,2016-02-04,2016-02-05,2,6,True,1 days,False,3,14,2,0.2,47.851708,12919.48264292,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,Completed
53,965,2016-02-03,2016-02-04,2016-02-05,2,6,True,1 days,False,4,25,2,0.1,47.851708,23925.37548292,Electra Townie Original 7D - 2015/2016,1,2,2016,Completed
54,535,2016-02-04,2016-02-07,2016-02-07,2,7,False,0 days,True,1,26,2,0.2,47.851708,28710.54628292,Electra Townie Original 7D EQ - 2016,1,2,2016,Completed
54,535,2016-02-04,2016-02-07,2016-02-07,2,7,False,0 days,True,2,3,1,0.2,47.851708,47851.22948292,Surly Wednesday Frameset - 2016,8,6,2016,Completed
55,1173,2016-02-04,2016-02-07,2016-02-06,2,6,False,0 days,False,1,21,1,0.05,47.851708,12919.48264292,Electra Cruiser 1 (24-Inch) - 2016,1,1,2016,Completed
55,1173,2016-02-04,2016-02-07,2016-02-06,2,6,False,0 days,False,2,25,2,0.2,47.851708,23925.37548292,Electra Townie Original 7D - 2015/2016,1,2,2016,Completed
55,1173,2016-02-04,2016-02-07,2016-02-06,2,6,False,0 days,False,3,15,2,0.2,47.851708,25360.92672292,Electra Moto 1 - 2016,1,3,2016,Completed
56,1241,2016-02-04,2016-02-06,2016-02-07,2,6,True,1 days,True,1,20,2,0.07,47.851708,28710.54628292,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,Completed
57,1305,2016-02-04,2016-02-06,2016-02-06,2,7,False,0 days,False,1,23,2,0.1,47.851708,14355.03388292,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,2016,Completed
57,1305,2016-02-04,2016-02-06,2016-02-06,2,7,False,0 days,False,2,19,2,0.2,47.851708,21485.416892,Pure Cycles William 3-Speed - 2016,4,3,2016,Completed
57,1305,2016-02-04,2016-02-06,2016-02-06,2,7,False,0 days,False,3,13,1,0.07,47.851708,12919.48264292,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,Completed
58,504,2016-02-05,2016-02-07,2016-02-07,2,6,False,0 days,True,1,14,2,0.05,47.851708,12919.48264292,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,Completed
58,504,2016-02-05,2016-02-07,2016-02-07,2,6,False,0 days,True,2,18,1,0.07,47.851708,21485.416892,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,3,2016,Completed
58,504,2016-02-05,2016-02-07,2016-02-07,2,6,False,0 days,True,3,23,1,0.1,47.851708,14355.03388292,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,2016,Completed
59,563,2016-02-05,2016-02-07,2016-02-06,2,7,False,0 days,False,1,21,1,0.05,47.851708,12919.48264292,Electra Cruiser 1 (24-Inch) - 2016,1,1,2016,Completed
